,reportDate,grossProfit,costOfRevenue,operatingRevenue,totalRevenue,operatingIncome,netIncome,researchAndDevelopment,operatingExpense,currentAssets,totalAssets,totalLiabilities,currentCash,currentDebt,shortTermDebt,longTermDebt,totalCash,totalDebt,shareholderEquity,cashChange,cashFlow
0,2019-09-30,28679000000,41302000000,69981000000,69981000000,3212000000,2134000000,9200000000,66769000000,79054000000,199099000000,142591000000,23557000000,15061000000,15061000000,59530000000,43703000000,74591000000,56508000000,589000000,7892000000
