datetime,headline,source,url,summary,related,image,lang,hasPaywall,qmUrl,imageUrl,id,key,subkey,date,updated
2019-10-25 11:18:37,"«Taille impec’, couleur parfaite»: la robe était élégante, la pose un peu moins",CityFalcon,https://cloud.iexapis.com/v1/news/article/02f994e4-191e-4cc8-8c8d-533641458be7,"Une jeune femme voulait vanter les mérites de son achat sur Amazon. Verdict: cinq étoiles pour la robe, mais un zéro pointé question décence.",AMZN,https://cloud.iexapis.com/v1/news/image/02f994e4-191e-4cc8-8c8d-533641458be7,fr,False,https://www.sudinfo.be/id148398/article/2019-10-25/taille-impec-couleur-parfaite-la-robe-etait-elegante-la-pose-un-peu-moins?utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon,https://www.sudinfo.be/sites/default/files/dpistyles_v2/ena_16_9_extra_big/2019/10/25/node_148398/41101709/public/2019/10/25/B9721376260Z.1_20191025131837_000+GI1EP5PTF.1-0.jpg?itok=vbQJoFhy1572002391,NEWS,AMZN,02f994e4-191e-4cc8-8c8d-533641458be7,1572002317000,1573131503000
2019-10-25 13:35:00,"Amazon-Aktie im Sinkflug: Amazon macht mehr Umsatz, enttäuscht jedoch mit Gewinn",CityFalcon,https://cloud.iexapis.com/v1/news/article/f597023f-f65d-4edc-8e23-face1e3dc7ca,"Der Handelsriese Amazon hat im dritten Quartal trotz boomender Einkäufe im Internet und florierender Cloud-Dienste erheblich weniger verdient. Hohe Ausgaben liessen den Nettogewinn verglichen mit dem Vorjahreswert um knapp 28 Prozent auf 2,1 Milliarden Dollar (1,9 Mrd Euro) sinken, wie der weltgrösste…",AMZN,https://cloud.iexapis.com/v1/news/image/f597023f-f65d-4edc-8e23-face1e3dc7ca,de,False,https://www.finanzen.ch/nachrichten/aktien/amazon-aktie-im-sinkflug-amazon-macht-mehr-umsatz-enttaeuscht-jedoch-mit-gewinn-1028623836?utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon,https://images.finanzen.ch/images/unsortiert/amazon-benny-marty-shutterstock-488-260.jpg,NEWS,AMZN,f597023f-f65d-4edc-8e23-face1e3dc7ca,1572010500000,1573131863000
2019-10-25 05:40:10,Amazon earnings fall for first time in two years,CityFalcon,https://cloud.iexapis.com/v1/news/article/90335cc3-2f63-4685-a91f-2411fca236eb,"In after-hours trading on Thursday, Amazon stock dropped nearly 9 per cent to $1,624 per share on missing financial estimates.",AMZN,https://cloud.iexapis.com/v1/news/image/90335cc3-2f63-4685-a91f-2411fca236eb,en,False,https://economictimes.indiatimes.com/markets/stocks/earnings/amazon-earnings-fall-for-first-time-in-two-years/articleshow/71752104.cms?utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon,"https://img.etimg.com/thumb/width-310,resizemode-4,msid-71752104/amazon-earnings-fall-for-first-time-in-two-years.jpg",NEWS,AMZN,90335cc3-2f63-4685-a91f-2411fca236eb,1571982010000,1573132087000
2019-10-25 12:31:53,"Amazon Is a Trade for Now, The Fed Pipes Down: Market Recon",CityFalcon,https://cloud.iexapis.com/v1/news/article/f8db3549-7915-4b13-8cf4-aac031a7f1dd,"Most important is that the Fed felt the need earlier this week to expand it''s minimum offering for overnight repo operations, while also increasing the 14 day repos….NFLX",AMZN,https://cloud.iexapis.com/v1/news/image/f8db3549-7915-4b13-8cf4-aac031a7f1dd,en,False,https://realmoney.thestreet.com/investing/amazon-is-a-trade-for-now-the-fed-pipes-down-market-recon-15140525?utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon,http://s.thestreet.com/files/tsc/v2008/photos/contrib/uploads/5a522a38-136c-11e8-b8cf-074c479e2d81.png,NEWS,AMZN,f8db3549-7915-4b13-8cf4-aac031a7f1dd,1572006713000,1573131881000
2019-10-25 00:00:00,It looks like Jeff Bezos is about to lose his spot as the world’s richest person to Bill Gates,CityFalcon,https://cloud.iexapis.com/v1/news/article/47aa0bbf-f235-416d-9b35-8a9891bb3772,"Amazon''s stock price took a tumble on Thursday, with Jeff Bezos''s net worth likely to dip below Bill Gates''s net worth as a result.",AMZN,https://cloud.iexapis.com/v1/news/image/47aa0bbf-f235-416d-9b35-8a9891bb3772,en,False,https://www.businessinsider.com/jeff-bezos-could-lose-title-as-worlds-richest-person-2019-10?IR=T&r=US&utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon,https://image.businessinsider.com/5db2c904dee0196455024855?width=1200&format=jpeg,NEWS,AMZN,47aa0bbf-f235-416d-9b35-8a9891bb3772,1571961600000,1573132725000
2019-10-25 12:32:00,Amazon doesn''t buy back any stock for 30th-straight quarter,CityFalcon,https://cloud.iexapis.com/v1/news/article/d0ec00b9-3792-4167-9ed4-ee7d8bae14b0,"Amazon.com Inc. disclosed Friday that it chose not to buy back any of its stock during the third quarter, extending its quarterly streak of no repurchases to…",AMZN,https://cloud.iexapis.com/v1/news/image/d0ec00b9-3792-4167-9ed4-ee7d8bae14b0,en,False,https://www.marketwatch.com/story/amazon-doesnt-buy-back-any-stock-for-30th-straight-quarter-2019-10-25?siteid=bullytweet&utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon,https://mw3.wsj.net/mw5/content/logos/mw_logo_social.png,NEWS,AMZN,d0ec00b9-3792-4167-9ed4-ee7d8bae14b0,1572006720000,1573132513000
2019-10-25 07:35:18,"OnePlus logs Rs 1,500 crore revenue in Diwali season",CityFalcon,https://cloud.iexapis.com/v1/news/article/7abf83c4-b256-4bc8-bd14-22b4b1057f85,"Riding on the success of the recently launched products including OnePlus Android TV, the company has emerged as the best-selling premium brand in both smart TV and smartphone categories on Amazon and offline partner stores.",AMZN,https://cloud.iexapis.com/v1/news/image/7abf83c4-b256-4bc8-bd14-22b4b1057f85,en,False,https://economictimes.indiatimes.com/tech/hardware/oneplus-logs-rs-1500-crore-revenue-in-diwali-season/articleshow/71754150.cms?utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon,"https://img.etimg.com/thumb/width-310,resizemode-4,msid-71754150/oneplus-logs-rs-1500-crore-revenue-in-diwali-season.jpg",NEWS,AMZN,7abf83c4-b256-4bc8-bd14-22b4b1057f85,1571988918000,1573132198000
2019-10-25 13:11:00,"Amazon earnings miss is the price of growth, analysts say",CityFalcon,https://cloud.iexapis.com/v1/news/article/b3554e60-9b48-4e31-bc9d-457ae09a893a,Amazon earnings fell short of expectations but analysts think the heavy investments in one-day shipping and AWS are a positive.,AMZN,https://cloud.iexapis.com/v1/news/image/b3554e60-9b48-4e31-bc9d-457ae09a893a,en,False,https://www.marketwatch.com/story/amazon-earnings-miss-is-the-price-of-growth-analysts-say-2019-10-25?rss=1&siteid=rss&utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon,http://s.marketwatch.com/public/resources/MWimages/MW-HT700_amazon_ZG_20191021105542.jpg,NEWS,AMZN,b3554e60-9b48-4e31-bc9d-457ae09a893a,1572009060000,1573132079000
2019-10-25 00:00:00,Amazon expects one-day shipping will cost it $1.5 billion over the holiday season,CityFalcon,https://cloud.iexapis.com/v1/news/article/b5c7e0a9-72b6-4c9a-8d0f-12b402059315,Amazon is preparing itself for additional one-day shipping expenses during the fourth quarter of 2019.,AMZN,https://cloud.iexapis.com/v1/news/image/b5c7e0a9-72b6-4c9a-8d0f-12b402059315,en,False,https://www.businessinsider.com/amazon-prepares-for-expensive-one-day-shipping-over-holiday-season-2019-10?IR=T&r=US&utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon,https://image.businessinsider.com/5db2c439dee01961a35b3757?width=1200&format=jpeg,NEWS,AMZN,b5c7e0a9-72b6-4c9a-8d0f-12b402059315,1571961600000,1573132230000
2019-10-25 13:12:41,Jeff Bezos'' Masterplan stört den Frieden,CityFalcon,https://cloud.iexapis.com/v1/news/article/60833c43-b055-4e5d-9850-ae6da9a9ee9f,"Amazon investiert wieder stärker ins Wachstum, statt auf den Profit zu schielen. Das belastet die Stimmung im Unternehmen und kurzfristig auch den Aktienkurs.",AMZN,https://cloud.iexapis.com/v1/news/image/60833c43-b055-4e5d-9850-ae6da9a9ee9f,de,False,https://www.nzz.ch/finanzen/jeff-bezos-masterplan-stoert-den-frieden-ld.1517701?utm_campaign=cityfalcon&utm_medium=cityfalcon&utm_source=cityfalcon,"https://img.nzz.ch/C=W3712,H3712,X928,Y0/S=W200M,H200M/O=75/C=AR200x200/https://nzz-img.s3.amazonaws.com/2019/10/25/427fdedc-cad3-45c8-bb16-ee5db6336e66.jpeg",NEWS,AMZN,60833c43-b055-4e5d-9850-ae6da9a9ee9f,1572009161000,1573132359000
