,reportDate,totalRevenue,costOfRevenue,grossProfit,researchAndDevelopment,sellingGeneralAndAdmin,operatingExpense,operatingIncome,otherIncomeExpenseNet,ebit,interestIncome,pretaxIncome,incomeTax,minorityInterest,netIncome,netIncomeBasic
0,2019-09-30,69981000000,41302000000,28679000000,9200000000,16267000000,66769000000,3212000000,-580000000,3212000000,396000000,2632000000,494000000,0,2134000000,2134000000
