effectiveDate,fullName,reportedTitle,tranShares,tranPrice,tranValue,directIndirect,tranCode
2019-02-15,Jeffrey A. Wilke,CEO Worldwide Consumer,3513,0.0,0.0,I,M
2019-02-15,Jamie S. Gorelick,Director,-207,,,D,M
2019-02-15,Jamie S. Gorelick,Director,207,0.0,0.0,D,M
2019-02-15,Wendell P. Weeks,Director,-455,,,D,M
2019-02-15,Wendell P. Weeks,Director,455,0.0,0.0,D,M
2019-02-15,David A. Zapolsky,Senior Vice President,-662,,,D,M
2019-02-15,David A. Zapolsky,Senior Vice President,-1368,,,D,M
2019-02-15,David A. Zapolsky,Senior Vice President,-300,1627.8,-488340.0,D,S
2019-02-15,David A. Zapolsky,Senior Vice President,-100,1623.17,-162317.0,D,S
2019-02-15,David A. Zapolsky,Senior Vice President,-100,1618.45,-161845.0,D,S
2019-02-15,David A. Zapolsky,Senior Vice President,-115,1616.06,-185846.9,D,S
2019-02-15,David A. Zapolsky,Senior Vice President,-100,1614.6,-161460.0,D,S
2019-02-15,David A. Zapolsky,Senior Vice President,-200,1613.48,-322696.0,D,S
2019-02-15,David A. Zapolsky,Senior Vice President,-100,1611.62,-161162.0,D,S
2019-02-15,David A. Zapolsky,Senior Vice President,662,0.0,0.0,D,M
2019-02-15,David A. Zapolsky,Senior Vice President,1368,0.0,0.0,D,M
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-3157,,,D,M
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-952,,,D,M
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-500,1627.91,-813955.0,D,S
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-100,1621.81,-162181.0,D,S
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-100,1617.25,-161725.0,D,S
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-200,1616.55,-323310.0,D,S
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-144,1615.36,-232611.84,D,S
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-300,1614.14,-484242.0,D,S
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-100,1612.55,-161255.0,D,S
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-100,1610.75,-161075.0,D,S
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,-100,1609.43,-160943.0,D,S
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,3157,0.0,0.0,D,M
2019-02-15,Andrew R. Jassy,CEO Amazon Web Services,952,0.0,0.0,D,M
2019-02-15,Jeff M. Blackburn,Senior Vice President,-2441,,,D,M
2019-02-15,Jeff M. Blackburn,Senior Vice President,-1668,,,D,M
2019-02-15,Jeff M. Blackburn,Senior Vice President,-50,1628.86,-81443.0,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-150,1628.02,-244203.0,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-100,1626.92,-162692.0,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-50,1624.65,-81232.5,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-100,1620.16,-162016.0,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-150,1617.92,-242688.0,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-200,1616.76,-323352.0,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-255,1615.58,-411972.9,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-250,1614.24,-403560.0,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-400,1612.67,-645068.0,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-150,1610.99,-241648.5,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-50,1609.45,-80472.5,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,-150,1608.14,-241221.0,D,S
2019-02-15,Jeff M. Blackburn,Senior Vice President,2441,0.0,0.0,D,M
2019-02-15,Jeff M. Blackburn,Senior Vice President,1668,0.0,0.0,D,M
2019-02-08,David A. Zapolsky,Senior Vice President,-160,0.0,0.0,D,G
2019-02-07,Jeffrey P. Bezos,"Chairman, CEO and President; Director",-36,0.0,0.0,D,G
2019-02-06,Jeffrey P. Bezos,"Chairman, CEO and President; Director",-4011,0.0,0.0,D,G
2019-02-04,Rosalind Gates Brewer,Director,570,,,D,A
2019-02-04,Wendell P. Weeks,Director,570,,,D,A
2018-12-17,Jeffrey A. Wilke,CEO Worldwide Consumer,774,0.0,0.0,I,G
2018-12-17,Jeffrey A. Wilke,CEO Worldwide Consumer,-774,0.0,0.0,I,G
2018-11-28,Jeffrey P. Bezos,"Chairman, CEO and President; Director",-39612,0.0,0.0,D,G
