,symbol,id,expirationDate,contractSize,strikePrice,closingPrice,side,type,volume,openInterest,bid,ask,lastUpdated,isAdjusted
881,AMZN,AMZN20191122P02025000,20191122,100,2025.0,261.950012,put,equity,0,0,288.299988,291.399994,2019-11-21,False
882,AMZN,AMZN20191122P02017500,20191122,100,2017.5,0.0,put,equity,0,0,280.799988,285.350006,2019-11-21,False
883,AMZN,AMZN20191122P02042500,20191122,100,2042.5,0.0,put,equity,0,0,305.799988,310.350006,2019-11-21,False
884,AMZN,AMZN20191122P02055000,20191122,100,2055.0,0.0,put,equity,0,0,318.299988,322.850006,2019-11-21,False
885,AMZN,AMZN20191122P02027500,20191122,100,2027.5,0.0,put,equity,0,0,290.799988,295.350006,2019-11-21,False
886,AMZN,AMZN20191122P01957500,20191122,100,1957.5,0.0,put,equity,0,0,220.800003,223.350006,2019-11-21,False
887,AMZN,AMZN20191122P01875000,20191122,100,1875.0,134.050003,put,equity,0,0,138.300003,140.850006,2019-11-21,False
888,AMZN,AMZN20191122P01857500,20191122,100,1857.5,113.650002,put,equity,0,0,120.800003,123.349998,2019-11-21,False
889,AMZN,AMZN20191122P01925000,20191122,100,1925.0,181.199997,put,equity,0,0,188.300003,190.850006,2019-11-21,False
890,AMZN,AMZN20191122P02005000,20191122,100,2005.0,0.0,put,equity,0,0,268.299988,270.850006,2019-11-21,False
891,AMZN,AMZN20191122P01832500,20191122,100,1832.5,89.949997,put,equity,0,0,95.699997,98.349998,2019-11-21,False
892,AMZN,AMZN20191129C02160000,20191129,100,2160.0,0.48,call,equity,0,22,0.0,0.13,2019-11-21,False
893,AMZN,AMZN20191129C02110000,20191129,100,2110.0,0.09,call,equity,0,11,0.0,0.13,2019-11-21,False
894,AMZN,AMZN20191129C02180000,20191129,100,2180.0,0.0,call,equity,0,0,0.0,0.05,2019-11-21,False
895,AMZN,AMZN20191129C02150000,20191129,100,2150.0,0.4,call,equity,0,333,0.0,0.07,2019-11-21,False
896,AMZN,AMZN20191129C02120000,20191129,100,2120.0,0.28,call,equity,0,51,0.0,0.13,2019-11-21,False
897,AMZN,AMZN20191129C02200000,20191129,100,2200.0,0.02,call,equity,20,33,0.01,0.04,2019-11-21,False
898,AMZN,AMZN20191129C02130000,20191129,100,2130.0,0.29,call,equity,0,90,0.0,0.13,2019-11-21,False
899,AMZN,AMZN20191129C02140000,20191129,100,2140.0,0.22,call,equity,0,150,0.0,0.13,2019-11-21,False
900,AMZN,AMZN20191129C02190000,20191129,100,2190.0,0.11,call,equity,0,54,0.0,0.05,2019-11-21,False
901,AMZN,AMZN20191129C02170000,20191129,100,2170.0,0.41,call,equity,0,31,0.0,0.13,2019-11-21,False
902,AMZN,AMZN20191129P02150000,20191129,100,2150.0,0.0,put,equity,0,0,413.299988,418.200012,2019-11-21,False
903,AMZN,AMZN20191129P02160000,20191129,100,2160.0,0.0,put,equity,0,0,423.299988,427.649994,2019-11-21,False
904,AMZN,AMZN20191129P02190000,20191129,100,2190.0,448.549988,put,equity,8,0,453.299988,458.200012,2019-11-21,False
905,AMZN,AMZN20191129P02110000,20191129,100,2110.0,0.0,put,equity,0,0,373.299988,378.200012,2019-11-21,False
906,AMZN,AMZN20191129P02170000,20191129,100,2170.0,0.0,put,equity,0,0,433.299988,438.049988,2019-11-21,False
907,AMZN,AMZN20191129P02140000,20191129,100,2140.0,0.0,put,equity,0,0,403.299988,406.450012,2019-11-21,False
908,AMZN,AMZN20191129P02120000,20191129,100,2120.0,0.0,put,equity,0,0,383.299988,386.5,2019-11-21,False
909,AMZN,AMZN20191129P02180000,20191129,100,2180.0,439.899994,put,equity,1,0,443.299988,446.5,2019-11-21,False
910,AMZN,AMZN20191129P02130000,20191129,100,2130.0,0.0,put,equity,0,0,393.299988,397.649994,2019-11-21,False
911,AMZN,AMZN20191129P02200000,20191129,100,2200.0,463.850006,put,equity,23,1,464.0,466.100006,2019-11-21,False
912,AMZN,AMZN20191129C01995000,20191129,100,1995.0,0.0,call,equity,0,0,0.02,0.16,2019-11-21,False
913,AMZN,AMZN20191122C01497500,20191122,100,1497.5,0.0,call,equity,0,0,234.699997,239.300003,2019-11-21,False
914,AMZN,AMZN20191129C01972500,20191129,100,1972.5,0.48,call,equity,0,1,0.03,0.24,2019-11-21,False
915,AMZN,AMZN20191129C01867500,20191129,100,1867.5,0.58,call,equity,23,12,0.41,0.56,2019-11-21,False
916,AMZN,AMZN20191129C01832500,20191129,100,1832.5,1.02,call,equity,10,14,0.72,0.84,2019-11-21,False
917,AMZN,AMZN20191122C01495000,20191122,100,1495.0,0.0,call,equity,0,0,237.199997,241.800003,2019-11-21,False
918,AMZN,AMZN20191129C01842500,20191129,100,1842.5,1.02,call,equity,3,7,0.59,0.71,2019-11-21,False
919,AMZN,AMZN20191129C01932500,20191129,100,1932.5,0.22,call,equity,266,0,0.18,0.22,2019-11-21,False
920,AMZN,AMZN20191129C01947500,20191129,100,1947.5,0.75,call,equity,0,5,0.07,0.31,2019-11-21,False
921,AMZN,AMZN20191129C01915000,20191129,100,1915.0,0.9,call,equity,0,7,0.2,0.44,2019-11-21,False
922,AMZN,AMZN20191129C01925000,20191129,100,1925.0,0.29,call,equity,24,20,0.18,0.36,2019-11-21,False
923,AMZN,AMZN20191129C01967500,20191129,100,1967.5,0.0,call,equity,0,0,0.02,0.25,2019-11-21,False
924,AMZN,AMZN20191122C01482500,20191122,100,1482.5,0.0,call,equity,0,0,249.699997,254.300003,2019-11-21,False
925,AMZN,AMZN20191122C01492500,20191122,100,1492.5,0.0,call,equity,0,0,239.699997,244.300003,2019-11-21,False
926,AMZN,AMZN20191129C01882500,20191129,100,1882.5,0.99,call,equity,0,143,0.34,0.48,2019-11-21,False
927,AMZN,AMZN20191129C01927500,20191129,100,1927.5,0.28,call,equity,10,2,0.04,0.41,2019-11-21,False
928,AMZN,AMZN20191129C01487500,20191129,100,1487.5,0.0,call,equity,0,0,245.149994,250.050003,2019-11-21,False
929,AMZN,AMZN20191129C01942500,20191129,100,1942.5,0.3,call,equity,6,0,0.09,0.35,2019-11-21,False
930,AMZN,AMZN20191129C01985000,20191129,100,1985.0,0.0,call,equity,0,0,0.02,0.19,2019-11-21,False
931,AMZN,AMZN20191129C01862500,20191129,100,1862.5,0.63,call,equity,20,11,0.44,0.59,2019-11-21,False
932,AMZN,AMZN20191129C01902500,20191129,100,1902.5,0.92,call,equity,0,1,0.17,0.5,2019-11-21,False
933,AMZN,AMZN20191129C01482500,20191129,100,1482.5,0.0,call,equity,0,0,250.350006,255.25,2019-11-21,False
934,AMZN,AMZN20191129C01982500,20191129,100,1982.5,0.31,call,equity,0,1,0.02,0.2,2019-11-21,False
935,AMZN,AMZN20191129C01935000,20191129,100,1935.0,0.72,call,equity,0,1,0.03,0.38,2019-11-21,False
936,AMZN,AMZN20191129C01497500,20191129,100,1497.5,0.0,call,equity,0,0,235.149994,240.050003,2019-11-21,False
937,AMZN,AMZN20191129C01852500,20191129,100,1852.5,0.72,call,equity,9,18,0.5,0.65,2019-11-21,False
938,AMZN,AMZN20191129C01937500,20191129,100,1937.5,0.0,call,equity,0,0,0.11,0.37,2019-11-21,False
939,AMZN,AMZN20191122C01485000,20191122,100,1485.0,0.0,call,equity,0,0,248.649994,251.800003,2019-11-21,False
940,AMZN,AMZN20191129C01922500,20191129,100,1922.5,0.73,call,equity,0,5,0.17,0.43,2019-11-21,False
941,AMZN,AMZN20191129C01975000,20191129,100,1975.0,0.0,call,equity,0,0,0.03,0.23,2019-11-21,False
942,AMZN,AMZN20191129C01872500,20191129,100,1872.5,0.64,call,equity,4,16,0.39,0.54,2019-11-21,False
943,AMZN,AMZN20191129C01955000,20191129,100,1955.0,0.0,call,equity,0,0,0.05,0.3,2019-11-21,False
